date,close,high,low,open,volume,ticker,close,high,low,open,volume,close,high,low,open,volume,close,high,low,open,volume,close,high,low,open,volume,close,high,low,open,volume,close,high,low,open,volume
,FLRY3.SA,FLRY3.SA,FLRY3.SA,FLRY3.SA,FLRY3.SA,,SAPR11.SA,SAPR11.SA,SAPR11.SA,SAPR11.SA,SAPR11.SA,PSEC11.SA,PSEC11.SA,PSEC11.SA,PSEC11.SA,PSEC11.SA,KFOF11.SA,KFOF11.SA,KFOF11.SA,KFOF11.SA,KFOF11.SA,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA,VALE3.SA,PETR3.SA,PETR3.SA,PETR3.SA,PETR3.SA,PETR3.SA,BOVA11.SA,BOVA11.SA,BOVA11.SA,BOVA11.SA,BOVA11.SA
2021-03-09,17.58170509338379,17.986215256968705,17.393897585852283,17.63226904646292,2381367.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-10,17.733394622802734,17.841744475546292,17.415565563395656,17.632266729930688,2130886.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-11,17.950096130371094,18.166797301023227,17.7839574460677,17.913979025087748,1852410.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-12,17.755067825317383,17.899534806577904,17.63949307147044,17.73339755897108,2056548.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-15,18.311269760131836,18.5279724569095,17.74062370842915,17.755070554880998,1431938.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-16,18.159576416015625,18.484628947912533,18.11623588362295,18.253479441818268,1522819.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-17,18.239030838012695,18.318488473066644,17.950096905367086,18.159574664006758,2217314.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-18,18.02233123779297,18.325713500817333,17.870640836804856,18.231810475843034,1321862.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-19,18.289600372314453,18.3473862952435,18.000664913475852,18.05845229745324,1700022.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-22,18.21736717224121,18.54964172679928,18.044006471556635,18.26793113608,1110406.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-23,18.383502960205078,18.57131049248576,18.05122843256579,18.13790804536163,1109134.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-24,17.9428768157959,18.470183751518526,17.92120654766634,18.267929376690955,1821444.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-25,18.137908935546875,18.36183359291922,17.646719081753016,17.91398427817453,1884330.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-26,18.174020767211914,18.340157990879934,17.95731959602164,18.13068024076427,1664072.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-29,18.015108108520508,18.17402339514072,17.86341770506756,17.95009877049677,1130131.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30,18.499074935913086,18.542414005251892,17.98621491509771,17.98621491509771,1800235.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-31,18.491849899291992,18.665210544651917,18.15957398972484,18.49907332039232,2233857.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,18.556861877441406,18.83857387952524,18.455735428647316,18.491852539305263,2000450.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-05,18.715778350830078,18.83135165121416,18.61465043457678,18.694108083061515,1165020.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-06,19.445343017578125,19.553692914141216,18.64354735439781,18.780790946323993,5964553.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-07,19.510351181030273,19.7342758286183,19.300871918112406,19.3586593009863,2012645.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-08,19.30086898803711,19.524793601631025,19.156402013832295,19.430890579764725,2405015.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-09,19.0625,19.373105714977054,19.019159463810418,19.257532412853116,1827701.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-12,19.488679885864258,19.597029761997046,19.221414715199305,19.250306944066008,1796524.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-13,19.654817581176758,20.052102904291335,19.539242818933523,19.539242818933523,2582006.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-14,19.633146286010742,19.84262407056804,19.532018374339128,19.662039975059777,1809885.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-15,19.582584381103516,19.82817930269382,19.44534080479497,19.640371765253786,2186879.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-16,19.647594451904297,19.734275524881,19.4019995395186,19.560913378927594,2159095.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-19,19.575361251831055,20.05210425612806,19.488681635353288,19.71982971437461,2239053.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-20,19.37310218811035,19.662037582392024,19.264752328409735,19.488676930242228,1700446.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-22,19.08416748046875,19.50312447472267,19.004709842394234,19.459783944863847,1347419.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-23,18.968597412109375,19.286426557259986,18.88191633769149,19.257532865787358,1366189.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-26,18.694108963012695,19.084170879110943,18.56408735028106,18.997491265004847,1813597.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-27,18.3546085357666,18.75189531396807,18.2968211555121,18.737448468904446,1473508.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-28,18.39794921875,18.53519278690869,18.152354311743718,18.40517264133984,1619851.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-29,18.44129180908203,18.701333590242758,18.397951268713843,18.49185577284492,1541483.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-30,18.455732345581055,19.2430793822038,18.332934189857703,18.701327195979836,3507256.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03,18.12346076965332,18.549639783843922,17.93565324182929,18.49907728634965,2682007.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04,18.585756301879883,18.708554482979164,18.05845084853942,18.05845084853942,2186030.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-05,18.816905975341797,18.831351359248618,18.43406604508107,18.52797053728893,1741698.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-06,18.592981338500977,18.853023107062796,18.49185487692315,18.79523572270498,804676.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-07,18.535194396972656,18.838576711051033,18.448514779413397,18.701333130970646,1385277.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-10,18.766340255737305,18.845797901714754,18.397948637392822,18.535192201214752,1334163.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-11,18.816905975341797,18.94692611888906,18.441289467558597,18.549639343673277,797359.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-12,18.340160369873047,18.78078619048396,18.202916812700916,18.71577685342776,1427378.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-13,18.73744773864746,19.06972224006459,18.289598481225635,18.354607820430086,2268640.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-14,18.9397029876709,19.120287091337918,18.925256142493676,19.091393400983474,719627.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-17,19.08416748046875,19.286423286476605,18.80968038012565,18.939700508654063,1184851.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-18,19.06972312927246,19.20696815842768,18.9324795611655,19.084169974446695,1522925.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-19,19.5175724029541,19.611475428486717,18.780786276493632,18.896361029208418,2310104.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-20,19.96542739868164,19.96542739868164,19.308098725368644,19.57536395695936,1760044.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-21,19.662038803100586,19.92208052799386,19.481454718356066,19.914857106162152,1229602.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-24,19.582584381103516,19.89319010986287,19.40922368970105,19.705382572422838,2293031.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-25,19.365880966186523,19.712603770912807,19.27197793858745,19.582582171247385,1377430.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-26,19.286426544189453,19.633147919529403,19.163628355514,19.517574614765525,2670978.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-27,18.838573455810547,19.329763227614535,18.809681228982193,19.214189937156725,8209121.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-28,19.091388702392578,19.156399489690244,18.853017276682376,18.853017276682376,2484656.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31,19.12028694152832,19.156404054188396,18.86024519142403,19.091393251400262,914221.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,19.37310218811035,19.37310218811035,19.01193257999626,19.091390215211923,1641697.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-02,19.25030517578125,19.727049554536972,18.99748833434512,19.71982613272176,2843515.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-04,19.394775390625,19.46700815435288,19.11306337504638,19.243083518595153,1548058.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-07,19.719825744628906,19.893186403734035,19.27197652299595,19.438113760428028,2274791.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-08,19.755943298339844,20.138781733545436,19.597028017950418,19.633145127129833,2079454.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-09,19.712604522705078,19.907635468593053,19.54646580568534,19.78483728644803,1121541.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-10,19.842622756958008,20.001536575159175,19.59702787734815,19.763165117333376,1123768.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-11,19.532018661499023,19.893188318873662,19.35143456333581,19.81373213386885,938824.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-14,19.286426544189453,19.575360536623307,19.20696889269357,19.560913690896783,1836927.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-15,19.2286376953125,19.373104680515418,19.185297161437166,19.257531384562725,746351.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-16,19.06972312927246,19.293647768424822,18.88191560305568,19.264755539124614,2872253.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-17,19.07694435119629,19.336986073286546,18.990264751198264,19.04805212522901,1180715.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-18,19.048053741455078,19.127509926441114,18.6435435499653,19.120286504074365,1986346.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-21,19.055278778076172,19.17085208468667,18.816907280828172,19.048055355097496,909131.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-22,19.127511978149414,19.15640567071569,18.853023359818174,18.94692786065857,1693553.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-23,19.20696449279785,19.387548561963225,19.0263789625845,19.055274108466616,1261310.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-24,19.2286376953125,19.438115481328424,19.127509782936716,19.279201651500394,1014011.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-25,18.824125289916992,19.26475253804149,18.643541214418903,19.185294901961196,1157597.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-28,19.178070068359375,19.214187173009183,18.708550630007682,18.816901943957113,1326210.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-29,18.997486114501953,19.199740440646437,18.82412401119417,19.12750623093486,910934.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,18.72300148010254,18.96859638325048,18.520747111812746,18.84579820115239,1684433.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,18.39794921875,18.69410808388516,18.27515249577099,18.69410808388516,1506488.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-02,18.556861877441406,18.77356308034093,18.434065162252548,18.491852539305263,1450708.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-05,18.607425689697266,18.73744728706899,18.390724488459213,18.49185239752611,807751.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-06,17.950096130371094,18.520743471752077,17.921202446144417,18.499073208582068,1654210.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-07,18.18846893310547,18.3401593256642,17.87063984373931,18.152351825103853,2253900.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-08,17.856191635131836,18.04400058237908,17.639490464740657,17.986213213995313,1457283.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-12,17.971769332885742,18.152353427789677,17.70450417112479,18.044003555266592,1476583.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-13,18.051225662231445,18.123458418300984,17.820077628503142,17.885086962860917,1119102.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-14,18.181245803833008,18.361829885696558,18.04400225226825,18.23903171651665,1344026.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-15,18.051225662231445,18.311265921758714,17.986214866825588,18.195692635418602,1117087.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-16,18.072893142700195,18.325711423047938,18.044000919017233,18.130680512162073,1377112.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-19,17.993444442749023,18.11624119280048,17.776741717278366,18.00066786693138,1294502.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-20,18.094566345214844,18.231811369978498,17.921205669719495,17.98621647092333,1112421.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-21,17.574480056762695,18.08734004020435,17.437236514920325,18.08734004020435,2335449.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-22,17.67561149597168,17.841748755928386,17.574483578838215,17.62504753740495,1552194.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-23,17.6900577545166,17.863418431375514,17.610600107975834,17.711728021754993,769787.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-26,17.43001365661621,17.863416020802248,17.34333259935979,17.762289581717784,1476583.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-27,17.27110481262207,17.480581172467456,17.076072377710297,17.365007857271888,1260355.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-28,17.574480056762695,17.588926899172208,17.18441823380188,17.34333203925851,1269475.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-29,17.379453659057617,17.545590928868023,17.198869543085582,17.545590928868023,1606595.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-30,16.873815536499023,17.401122454645648,16.77991104440094,17.401122454645648,2538103.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-02,17.263879776000977,17.603379217179068,17.061626841452252,17.090519074210334,2106390.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-03,17.148305892944336,17.3072197425599,16.866593848724804,17.263879203287917,2081151.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-04,16.846006393432617,17.165637788655392,16.82421324357653,17.071200805945676,2405757.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-05,16.795154571533203,17.24554336601785,16.73703950919116,16.99855582039726,2999509.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-06,16.63534164428711,16.93317843637673,16.61354849325617,16.78789223217041,1827065.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-09,16.867801666259766,17.005823496719813,16.584490682473273,16.635342841204224,2734924.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-10,16.99855613708496,17.158372561503,16.88959039316357,16.962234222444497,1696946.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-11,16.490053176879883,16.918648854521585,16.322973829686195,16.918648854521585,3631224.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-12,17.151107788085938,17.361771949538085,16.308443795611943,16.46099436429557,7049084.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-13,17.02035140991211,17.289132142460726,16.751570677363492,17.2382814556182,2439692.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-16,16.83147621154785,17.107519814513488,16.664395410033887,16.91864733430903,2425058.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-17,16.671659469604492,16.867797798015292,16.35202810745326,16.72977452987436,2144778.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-18,16.5118465423584,16.80968479332979,16.28665212560764,16.64986835804439,2011691.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-19,17.17289924621582,17.318186899601585,16.315707968572074,16.395616177934244,2316043.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-20,17.579702377319336,17.65234620665806,16.81694657726211,17.00582053354279,1895252.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-23,17.56517791748047,17.732257282608963,17.23828210199716,17.623292990336765,3133551.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-24,17.652347564697266,18.037358420479222,17.543383281639407,17.739520166610138,3146700.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-25,17.579702377319336,17.724990035996782,17.441680570908883,17.507060017313734,1369583.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-26,17.448944091796875,17.73225354288818,17.448944091796875,17.57970150881353,1403411.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-27,17.36177635192871,17.528857197837173,17.296398359819726,17.528857197837173,1380081.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-30,17.26007080078125,17.543380238521298,17.238277654083326,17.485265180660164,1372552.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-31,17.18743133544922,17.659613361602585,17.078467043670244,17.28186832841323,2447752.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,17.369041442871094,17.536120812106557,17.085731925065996,17.216489372873443,1765240.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02,16.976762771606445,17.398095506724744,16.9404408574296,17.347243357544063,1386762.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-03,17.29639434814453,17.492531217646988,16.918647905646175,17.02034926652388,2932063.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-06,17.54338264465332,17.54338264465332,17.05667190697832,17.25280878482748,1665875.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-08,17.107521057128906,17.528853813521778,17.06393622724904,17.478003131106565,2110632.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-09,17.594236373901367,17.81216643917456,17.056674860538553,17.100261167459877,1944458.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-10,17.151107788085938,17.76857591491622,17.151107788085938,17.76131153215352,1509669.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-13,17.528852462768555,17.616025054477213,17.238278626406085,17.369037513969072,1005315.0,FLRY3.SA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
